Text,Speaker
what?! how’s that?,ross
it got caught on my watch.,guru saj
hey!,ross
"pete’s apartment, pete and monica are coming back from a date.]",break
lights.,pete
"ooh, nice.",monica
"so ah, there was this thing i wanted to talk to you about.",pete
"oh, right! i completely forgot about that.",monica
"well ah, i’ve been doing a lot of thinking, and i look at my life…",pete
yeah?,monica
"and i feel like i’ve conquered the business world, and i feel like i’ve conquered the intellectual world, and now i-i have the most beautiful woman in the world.",pete
wow.,monica
there’s one thing missing.,pete
what’s that?,monica
it’s time for me to conquer the physical world.,pete
okay.,monica
"monica, i want to become the ultimate fighting champion.",pete
you wanna what?!,monica
"i want to become the ultimate fighting champion! it’s the most intense physical competition in the world, it’s banned in 49 states!",pete
what are you talking about?,monica
"okay, my trainer, ho chi, is teaching me a combination of gee koon doe and brazilian street fighting, i’ve even had my own octagon training ring designed.",pete
and i suppose you used a ring designer for that.,monica
"yeah. monica, i want you there in the front row when i win. i want you close enough to smell the blood. what do you think?",pete
my parents will be so happy.,monica
"central perk, phoebe’s singing, vince is also there.]",break
"okay, thank you. and, as always no one talk to me after the show.",phoebe
hey. i was…,jason
hey!,phoebe
"i was passin’ by and i saw that you were playing tonight, it’s kinda cool seeing you up there.",jason
whoa! hey-hey! what’s going on here? who is this guy?,vince
"i don’t know, he just started kissing me. get him! get him, vince!",phoebe
what?!,vince
what?!,jason
"yeah, okay, i’ve-i’ve been dating both of you, and it’s been really horrible. ‘cause y'know it’s been a lot of fun, for me. umm, but i-i like you both, and i, and i didn’t know how to chose, so... i’m sorry, i’m just, i’m terrible, i’m a terrible person. i’m terrible.",phoebe
"phoebe, phoebe relax, it’s okay. i mean we never said this was exclusive.",vince
"yeah, and neither did we. give yourself a break.",jason
really?!,phoebe
"yeah. i mean y'know, we haven’t been going out that long. come on, we haven’t even slept together yet. huh.",jason
you haven’t?,vince
you have?,jason
"well, this is none of my business.",phoebe
i-i can’t believe this! you-you’ve slept with him?!,jason
"well, i made you a candle light dinner in the park.",phoebe
"y'know phoebe, i’m gonna make this real easy for you.",jason
"well, that could’ve been really awkward.",phoebe
you made him a candle light dinner in the park?,vince
"yeah, but i-i-i-i can do that for you, i’m gonna do that for you.",phoebe
"uh yeah, i can’t believe i ever went out with somebody who would actually have an open flame in the middle of a wooden area.",vince
guru saj’s office: joey and chandler have taken the duck to see the guru.],break
"everything’s gonna be all right. okay, dick?",chandler
"that’s supposed to be a duck right? ‘cause otherwise, this is waaay out of my league.",guru saj
"yeah, yeah. he’s got a, he’s got a really bad cough, and our vet, he can’t do anything about it. is there something you can do?",joey
"hmm, let me see. let me see. do you think you could get him to eat a bat?",guru saj
mark j. kunerth & pang-ni landrum,story by
scott silveri & shana goldberg-meehan,teleplay by
"central perk, the whole gang minus monica is there.]",break
"do you think that there’s a town in missouri or some place called sample? and ah, as you’re driving into town there’s-there’s like a sign, and it says “you’re in sample.”",chandler
hey.,monica
hey!,all
how’d it go with pete?!,rachel
tell us!,joey
"you’re not gonna believe this. okay, so i go over...",monica
"i’m sorry. ex-excuse us. i’m sorry, it’s a little crowded. do you mind if we...",billy crystal
"yeah, could you scooch?",robin williams
"yeah, move over just a little bit.",billy
keep on scooching.,robin
"so guys, listen, i go over there, and umm...",monica
,break
why? why?! what’s wrong with me?!,robin
what’s the matter?,billy
"i have a feelin’... i, my wife is sleeping with her gynaecologist.",robin
how do you know?,billy
"well y'know, he’s got access.",robin
yeah.,billy
"y'know it’s that feeling you get, y'know?",robin
like when you go bowling and you know you’re in somebody else’s shoes?,billy
that’s the one.,robin
"all right, so, so you went to pete’s...",phoebe
what happened?,ross
i...,monica
"why is this happening to me?! i don’t know, maybe it’s my wound.",robin
forget it.,monica
so it’s-it’s not heeled yet?,billy
"no-no, it’s ooozing, oozing. could you pass me the cream? is there any—oh, there’s the cream.",robin
"thomas, this is gonna be hard, but i wanted it to come from me, and nobody else.",billy
"what is it, tim?",robin
"it’s me, i’ve been sleeping with your wife.",billy
so you’re the gynaecologist?,joey
"hey, i’m trying to have a private conversation! is that okay?!",billy
get away from me!!,robin
"thomas, come back here!",billy
"so monica, what were you gonna tell us?",phoebe
i have no idea.,monica
"central perk, continued from earlier.]",break
"so, come on, what was the big news pete wanted to tell you mon?! or should i say mrs. monica becker?",rachel
"no-no-no oh, keep your name, don’t take his name.",phoebe
he didn’t ask me to marry him.,monica
ohh.,all
well then definately don’t take his name.,phoebe
he wanted to tell me he’s gonna compete is some ultimate fighting competition thingy.,monica
pete?!,the guys
why?! what is it?,rachel
i don’t know exactly. it’s-it’s sorta like wrestling.,monica
oh?!,phoebe
"yeah, but without the costumes.",monica
oh.,phoebe
"and it’s not fake, it’s totally brutal.",joey
"yeah, it’s two guys in a ring, and the rules are: “they’re are no rules.”",chandler
"so you can like, bite, and pull people’s hair and stuff?",monica
"yeah, anything goes, except ah, eye gouging and fish hooking.",ross
what’s fish hooking?,monica
"huh, what’s fish hooking... thanks man, that would have been really hard to describe. what is that taste?",ross
"what? my hands are totally clean, i just gave the duck a bath.",joey
"chandler’s office, he is just finishing a meeting with his boss.]",break
"so thanks for the warm welcome. it’s good to have you guys on my team, and i come to play. i hope you do too. now, let’s go out there and get ‘em! huh? and remember, there is no ‘i’ in team.",doug
"yes, but there’s two in martini, soo everybody back to my office.",chandler
you! chuckles! what’s your name?,doug
"oh it’s bing, sir. i’m sorry , i was just ah...",chandler
"no-no, i heard what you said, funny. i like funny.",doug
"monica and rachel's, ross is making reservations.]",break
"yeah, we have the reservations.",ross
yes!!,rachel
"all right buddy, way to go!",chandler
"dude, what are you doing?",ross
"thank you! today, my boss keep slapping my butt and he was acting like it was no big deal.",chandler
"yeesh, what’d you do about it?",phoebe
"well, i didn’t do anything. i didn’t want to be the guy who has a problem with his boss slapping his bottom.",chandler
"i gotta tell ya, i think it’s okay to be that guy.",monica
"yeah, maybe it’s like y'know, that jock thing. y'know how football players pat each other after touchdowns.",joey
"y'know i don’t, i don’t understand guys, i mean i-i would never congratulate monica on a great stew by y'know, grabbin’ her boob.",rachel
"yeah, i know, for a really great stew you just y'know, stick your head in between ‘em.",chandler
"okay, can we please go eat?",monica
yeah. what are we getting?,joey
anything but stew.,monica
"all right so, chandler, from now on, don’t give your boss a chance to get you. y'know just ah, don’t turn your back to him.",ross
"yeah, or you can teach him a lesson. y'know? what you could do is you could rub something that really smells on your butt, all right? then, when he goes to smack ya, his hand will smell. now what could you rub on your butt that would smell bad?",joey
what if joey were president?,chandler
"umm, hey rach, can i ask you something?",phoebe
yeah.,rachel
"okay, you can totally say no, but umm, would it be okay with you if i set ross up on a date?",phoebe
"oh, ah with who?",rachel
"umm, my friend, bonnie. she just always thought ross was really cute, and now that you two aren’t together, she asked if i could set it up, but if you’re not cool with it...",phoebe
"oh-oh-oh, which one is bonnie again?",rachel
"you remember her from my birthday party two years ago. she’s yeah, like, average height, medium build, bald...",phoebe
oh! that’s fine.,rachel
"great! okay, good for you!",phoebe
"a gym, pete is training for the ultimate fighting championship, with his trainer, hoshi.]",break
"you are iron. you are steel! let me ask you something, how come when i call your computer support line, i have to wait an hour and a half?",hoshi
"i told you, we’re adding new operators all the time. could we concentrate on my training?",pete
it’s just hard when i know i have e-mail i can’t get!,hoshi
hi!,monica
monica! hi honey.,pete
"all right, on the table.",hoshi
"hey, umm, so listen umm, my friends were telling me a little about this ah, ultimate fighting thing and it, well it sounds really dangerous. i-i don’t want you to get hurt, ‘cause i kinda like you.",monica
"oh, believe me, i don’t want to get hurt either. i’m being smart about this. see these guys? they’re the best trainers in the world, and hoshi here used to be a paid assassin. a house painter! he used to be a house painter.",pete
promise me you’ll be careful.,monica
i promise.,pete
"hey, are we still on for tonight?",monica
yeah.,pete
"okay, good, ‘cause umm, well maybe we could have a little workout of our own...",monica
no! no boom-boom before big fight!,hoshi
how ‘bout just a boom?,monica
"central perk, phoebe is there with bonnie, as rachel enters.]",break
"well that was depressing, i think i just bought a soft pretzel from one of the kids from fame. ready to go to the movies?",rachel
